59.37
60.24
60.15
60.83
61.54
62.15
62.06
61.68
61.65
61.27
62.27
62.82
61.96
62.16
62.33
61.08
61.22
61.49
61.56
62.16
61.81
61.61
61.71
61.72
61.46
61.30
61.52
61.91
61.89
62.27
